"CONDITION CODE","CONDITION DESCRIPTION","USAGE DEFINITION","SCHEMA_NUMBER","TYPE","PROVENANCE","LINKS","CITATIONS","NUMBER OF CODES","ALLCODES"
"C12","CAMBRIDGE CHARLSON - Moderate or Severe Liver Disease","Read code ever recorded",134,"MEDCODES",,,,63,"1638;1641;1755;3450;4743;5129;5638;6015;6863;8206;8363;9494;10636;10797;11960;15424;16455;16725;16759;17219;18739;19512;20233;20912;22841;24220;24989;26319;27438;28929;30655;31897;39351;40567;43404;44120;44424;44676;46647;47214;47257;48102;48928;55454;58184;58630;62582;64750;65050;68376;69053;69204;73139;73482;91591;92909;96664;96756;100253;100474;102922;105611;108800"
