"CONDITION CODE","CONDITION DESCRIPTION","USAGE DEFINITION","SCHEMA_NUMBER","TYPE","PROVENANCE","LINKS","CITATIONS","NUMBER OF CODES","ALLCODES"
"C11","CAMBRIDGE CHARLSON - Mild Liver Disease","Read code ever recorded",133,"MEDCODES",,,,46,"1754;2834;2860;6800;7602;7943;7957;9029;10539;11431;15489;16766;18652;21713;23578;24813;25383;25589;26037;26367;27663;28703;28798;30586;30729;31008;32277;33597;34642;40963;41096;41237;42843;50245;53480;53704;53877;60104;66534;69313;71453;96085;98148;99898;100592;104572"
